case_id,src_node_id,dst_node_id,score,count,rationale,provenance
NEG_00005,NEG_00005_N000020,NEG_00005_N000021,0.51,1,same_section|type_prior,negative
NEG_00005,NEG_00005_N000019,NEG_00005_N000020,0.34,1,same_section|type_prior,negative
NEG_00005,NEG_00005_N000019,NEG_00005_N000021,0.26,1,same_section|type_prior,negative
NEG_00005,NEG_00005_N000021,NEG_00005_N000019,0.26,1,same_section|type_prior,negative
NEG_00005,NEG_00005_N000021,NEG_00005_N000020,0.22,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000024,NEG_00007_N000023,0.77,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000024,NEG_00007_N000025,0.77,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000024,NEG_00007_N000026,0.77,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000024,NEG_00007_N000027,0.583,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000023,NEG_00007_N000025,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000023,NEG_00007_N000026,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000025,NEG_00007_N000023,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000025,NEG_00007_N000026,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000026,NEG_00007_N000023,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000026,NEG_00007_N000025,0.42,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000023,NEG_00007_N000024,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000023,NEG_00007_N000027,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000025,NEG_00007_N000024,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000025,NEG_00007_N000027,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000026,NEG_00007_N000024,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000026,NEG_00007_N000027,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000027,NEG_00007_N000023,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000027,NEG_00007_N000025,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000027,NEG_00007_N000026,0.32,1,same_section|type_prior,negative
NEG_00007,NEG_00007_N000027,NEG_00007_N000024,0.245,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000029,NEG_00008_N000028,0.77,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000029,NEG_00008_N000030,0.77,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000029,NEG_00008_N000031,0.77,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000029,NEG_00008_N000032,0.583,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000028,NEG_00008_N000030,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000028,NEG_00008_N000031,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000030,NEG_00008_N000028,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000030,NEG_00008_N000031,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000031,NEG_00008_N000028,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000031,NEG_00008_N000030,0.42,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000028,NEG_00008_N000029,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000028,NEG_00008_N000032,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000030,NEG_00008_N000029,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000030,NEG_00008_N000032,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000031,NEG_00008_N000029,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000031,NEG_00008_N000032,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000032,NEG_00008_N000028,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000032,NEG_00008_N000030,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000032,NEG_00008_N000031,0.32,1,same_section|type_prior,negative
NEG_00008,NEG_00008_N000032,NEG_00008_N000029,0.245,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000034,NEG_00009_N000033,0.77,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000034,NEG_00009_N000035,0.77,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000034,NEG_00009_N000036,0.77,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000034,NEG_00009_N000037,0.583,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000033,NEG_00009_N000035,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000033,NEG_00009_N000036,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000035,NEG_00009_N000033,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000035,NEG_00009_N000036,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000036,NEG_00009_N000033,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000036,NEG_00009_N000035,0.42,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000033,NEG_00009_N000034,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000033,NEG_00009_N000037,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000035,NEG_00009_N000034,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000035,NEG_00009_N000037,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000036,NEG_00009_N000034,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000036,NEG_00009_N000037,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000037,NEG_00009_N000033,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000037,NEG_00009_N000035,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000037,NEG_00009_N000036,0.32,1,same_section|type_prior,negative
NEG_00009,NEG_00009_N000037,NEG_00009_N000034,0.245,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000039,NEG_00010_N000038,0.77,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000039,NEG_00010_N000040,0.77,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000039,NEG_00010_N000041,0.77,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000039,NEG_00010_N000042,0.583,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000038,NEG_00010_N000040,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000038,NEG_00010_N000041,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000040,NEG_00010_N000038,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000040,NEG_00010_N000041,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000041,NEG_00010_N000038,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000041,NEG_00010_N000040,0.42,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000038,NEG_00010_N000039,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000038,NEG_00010_N000042,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000040,NEG_00010_N000039,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000040,NEG_00010_N000042,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000041,NEG_00010_N000039,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000041,NEG_00010_N000042,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000042,NEG_00010_N000038,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000042,NEG_00010_N000040,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000042,NEG_00010_N000041,0.32,1,same_section|type_prior,negative
NEG_00010,NEG_00010_N000042,NEG_00010_N000039,0.245,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000044,NEG_00011_N000043,0.77,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000044,NEG_00011_N000045,0.77,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000044,NEG_00011_N000046,0.77,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000044,NEG_00011_N000047,0.583,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000043,NEG_00011_N000045,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000043,NEG_00011_N000046,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000045,NEG_00011_N000043,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000045,NEG_00011_N000046,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000046,NEG_00011_N000043,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000046,NEG_00011_N000045,0.42,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000043,NEG_00011_N000044,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000043,NEG_00011_N000047,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000045,NEG_00011_N000044,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000045,NEG_00011_N000047,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000046,NEG_00011_N000044,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000046,NEG_00011_N000047,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000047,NEG_00011_N000043,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000047,NEG_00011_N000045,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000047,NEG_00011_N000046,0.32,1,same_section|type_prior,negative
NEG_00011,NEG_00011_N000047,NEG_00011_N000044,0.245,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000049,0.92,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000054,0.92,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000051,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000052,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000054,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000055,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000057,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000049,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000051,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000052,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000055,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000057,0.77,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000052,0.57,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000051,0.57,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000048,0.47,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000053,0.47,1,same_sentence|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000050,0.47,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000056,0.47,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000050,0.47,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000056,0.47,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000048,NEG_00012_N000053,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000051,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000052,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000054,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000055,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000057,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000049,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000054,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000055,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000057,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000049,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000054,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000055,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000057,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000053,NEG_00012_N000048,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000049,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000051,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000052,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000055,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000057,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000049,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000051,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000052,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000054,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000057,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000049,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000051,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000052,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000054,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000055,0.42,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000053,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000048,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000053,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000048,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000053,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000048,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000048,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000053,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000048,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000053,0.32,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000049,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000049,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000051,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000052,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000054,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000055,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000057,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000051,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000052,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000054,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000055,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000049,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000051,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000052,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000054,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000055,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000057,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000050,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000057,NEG_00012_N000056,0.26,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000048,0.2,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000053,0.2,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000048,0.2,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000053,0.2,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000050,NEG_00012_N000056,0.164,1,same_section|type_prior,negative
NEG_00012,NEG_00012_N000056,NEG_00012_N000050,0.164,1,same_section|type_prior,negative
NEG_00013,NEG_00013_N000058,NEG_00013_N000059,0.57,1,same_sentence|type_prior,negative
NEG_00013,NEG_00013_N000059,NEG_00013_N000058,0.57,1,same_sentence|type_prior,negative
NEG_00014,NEG_00014_N000060,NEG_00014_N000061,0.42,1,same_section|type_prior,negative
NEG_00014,NEG_00014_N000061,NEG_00014_N000060,0.42,1,same_section|type_prior,negative
NEG_00014,NEG_00014_N000060,NEG_00014_N000062,0.26,1,same_section|type_prior,negative
NEG_00014,NEG_00014_N000061,NEG_00014_N000062,0.26,1,same_section|type_prior,negative
NEG_00014,NEG_00014_N000062,NEG_00014_N000060,0.26,1,same_section|type_prior,negative
NEG_00014,NEG_00014_N000062,NEG_00014_N000061,0.26,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000063,NEG_00015_N000064,0.42,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000064,NEG_00015_N000063,0.42,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000063,NEG_00015_N000065,0.26,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000064,NEG_00015_N000065,0.26,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000065,NEG_00015_N000063,0.26,1,same_section|type_prior,negative
NEG_00015,NEG_00015_N000065,NEG_00015_N000064,0.26,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000067,0.92,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000070,0.87,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000070,0.87,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000067,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000074,0.77,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000070,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000070,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000070,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000070,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000070,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000078,0.72,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000067,0.67,1,same_section|type_prior,negative
