case_id,node_id,label,type,source,polarity,section,sent_text,paragraph_id,provenance,match_how
CASE_00002,CASE_00002_N000065,joint_enterprise_presence,narrative,uncertain,1,facts,"Important evidence against Mr Webb consisted of his alleged ""confessions"" to Darren Cooke and Carol Wallbank, who were living together with Mr Webb in a hostel after the murder had taken place.",1,real,synonym
CASE_00002,CASE_00002_N000066,murder,legal_facts,uncertain,1,facts,"Important evidence against Mr Webb consisted of his alleged ""confessions"" to Darren Cooke and Carol Wallbank, who were living together with Mr Webb in a hostel after the murder had taken place.",1,real,synonym
CASE_00002,CASE_00002_N000067,murder,legal_facts,uncertain,1,facts,"According to Miss Wallbank and Mr Cooke, Mr Webb told them about the murder of Clarence Cooper almost on a daily basis on occasions between 12th September and 17th October 1994.",1,real,synonym
CASE_00002,CASE_00002_N000068,location_public_space,narrative,uncertain,1,facts,Miss Wallbank gave evidence that Mr Webb had told her that he went to Mr Cooper's house with the boys to set up the burglary and that he stayed outside whilst the three boys went inside.,1,real,synonym
CASE_00002,CASE_00002_N000069,weapon_sharp,narrative,uncertain,1,facts,Mr Cooke gave evidence that Mr Webb told him that Mr Micklewright had stabbed Mr Cooper in the throat with a knife or a screwdriver which had come from Mr Webb's house and that somebody had stuffed a handkerchief into Mr Cooper's mouth.,1,real,synonym
CASE_00002,CASE_00002_N000070,assault_method_stabbing,narrative,uncertain,1,facts,Mr Cooke gave evidence that Mr Webb told him that Mr Micklewright had stabbed Mr Cooper in the throat with a knife or a screwdriver which had come from Mr Webb's house and that somebody had stuffed a handkerchief into Mr Cooper's mouth.,1,real,synonym
CASE_00002,CASE_00002_N000071,weapon_sharp,narrative,uncertain,1,facts,Mr Cooke also gave evidence that Mr Webb told him that he disposed of Mr Micklewright's knife.,1,real,synonym
CASE_00002,CASE_00002_N000072,murder,legal_facts,uncertain,1,facts,He (Mr Webb) had told the police that Mr Matthews had stayed at his house on the night of the murder.,1,real,synonym
CASE_00002,CASE_00002_N000073,murder,legal_facts,uncertain,1,facts,Victoria Webster in her evidence went on to say that Mr Webb told her that Messrs Micklewright and French had gone out with knives and black bags and a handkerchief taken from his drawer and that they murdered Mr Cooper.,1,real,synonym
CASE_00002,CASE_00002_N000074,weapon_sharp,narrative,uncertain,-1,facts,Mr Webb had also told her that the burglars carried an Army knife and another knife which was possibly a Stanley knife.,1,real,synonym
CASE_00002,CASE_00002_N000075,murder,legal_facts,uncertain,1,facts,He was arrested on 24 August 1994 for murder and was interviewed at length.,1,real,synonym
CASE_00002,CASE_00002_N000076,weapon_sharp,narrative,uncertain,1,facts,He admitted that he knew Mr Micklewright had an Army and a Stanley knife and that Mr French had a Stanley knife.,1,real,synonym
CASE_00002,CASE_00002_N000077,confession_or_admission,evidence,uncertain,1,facts,He admitted that he knew Mr Micklewright had an Army and a Stanley knife and that Mr French had a Stanley knife.,1,real,synonym
CASE_00002,CASE_00002_N000078,confession_or_admission,evidence,uncertain,1,facts,"He admitted that he had shown them how to do ""sleepers"", but denied sending them to Mr Cooper's house.",1,real,synonym
CASE_00002,CASE_00002_N000079,murder,legal_facts,uncertain,1,facts,He said that Messrs Micklewright and French changed their clothes the next day and that he had heard about the murder at the Glebe Centre between 12 and 1pm on 9 August.,1,real,synonym
CASE_00002,CASE_00002_N000080,assault_method_stabbing,narrative,uncertain,1,facts,"He also said that Mr Micklewright had told him that they (Messrs Micklewright, French and Matthews) had panicked and stabbed the old man when the lights came on.",1,real,synonym
CASE_00002,CASE_00002_N000081,accessory_or_complicity,legal_facts,uncertain,1,facts,Joint enterprise .,1,real,synonym
CASE_00002,CASE_00002_N000082,murder,legal_facts,uncertain,1,facts,"It was the prosecution's case that Mr Webb was the leader, organiser and planner of the defendant's burgling activities generally, and in particular on the night of the murder.",1,real,synonym
CASE_00002,CASE_00002_N000083,weapon_sharp,narrative,uncertain,1,facts,"The prosecution adduced evidence that the defendants carried with them weapons (namely Mr Micklewright's Stanley and Army knives and Mr French's Stanley knife), and two of Mr Webb's screwdrivers.",1,real,synonym
CASE_00002,CASE_00002_N000084,accessory_or_complicity,legal_facts,uncertain,1,facts,Substantial argument took place about the law relating to joint enterprise.,1,real,synonym
CASE_00002,CASE_00002_N000085,murder,legal_facts,uncertain,1,facts,It was the respondent's case that the appellant was a party to the murder.,1,real,synonym
CASE_00002,CASE_00002_N000086,murder,legal_facts,uncertain,0,facts,"The judge gave the following direction to the jury to apply to any defendant who did not actually cause the death: ""The prosecution case is that the defendants committed this murder jointly.",1,real,synonym
CASE_00002,CASE_00002_N000087,murder,legal_facts,uncertain,1,facts,Before you can convict any of the defendants you must either be sure that he committed the murder himself or that he did an act or acts as part of a joint plan with the other defendants to commit murder.,1,real,synonym
CASE_00002,CASE_00002_N000088,actus_reus_killing,legal_facts,uncertain,0,facts,"If you are not sure that he was killed by the defendant whose case you are considering you must go on to decide whether the defendant whose case you are considering was a party to a joint enterprise which included either an agreement, tacit or express, involving the intention to kill Clarence Cooper or to cause him really serious bodily harm if the need arose during the course of the burglary; or, without agreeing to such conduct being used, the realisation that Clarence Cooper might be killed or caused really serious bodily harm during the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000089,accessory_or_complicity,legal_facts,uncertain,0,facts,"If you are not sure that he was killed by the defendant whose case you are considering you must go on to decide whether the defendant whose case you are considering was a party to a joint enterprise which included either an agreement, tacit or express, involving the intention to kill Clarence Cooper or to cause him really serious bodily harm if the need arose during the course of the burglary; or, without agreeing to such conduct being used, the realisation that Clarence Cooper might be killed or caused really serious bodily harm during the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000090,accessory_or_complicity,legal_facts,uncertain,1,facts,What about B and C who are party to the joint enterprise to burgle the house?,1,real,synonym
CASE_00002,CASE_00002_N000091,accessory_or_complicity,legal_facts,uncertain,1,facts,"The law is that where two or more persons embark on a joint criminal enterprise, in this case burglary, each is liable for the acts done in pursuance of that joint enterprise, and that includes liability for the unusual consequences if they arise from the carrying out of the joint enterprise.",1,real,synonym
CASE_00002,CASE_00002_N000092,location_public_space,narrative,uncertain,0,facts,"However, if one of the burglars goes beyond what had been agreed between them as part of the joint enterprise and does an act which is outside the scope of what has been agreed between them, then the others are not liable for the consequences of that unauthorised act.",1,real,synonym
CASE_00002,CASE_00002_N000093,accessory_or_complicity,legal_facts,uncertain,0,facts,"However, if one of the burglars goes beyond what had been agreed between them as part of the joint enterprise and does an act which is outside the scope of what has been agreed between them, then the others are not liable for the consequences of that unauthorised act.",1,real,synonym
CASE_00002,CASE_00002_N000094,accessory_or_complicity,legal_facts,uncertain,1,facts,It is for you to decide whether what was done was part of the joint enterprise or went beyond it and was in fact an act unauthorised by the joint enterprise. ...,1,real,synonym
CASE_00002,CASE_00002_N000095,actus_reus_killing,legal_facts,uncertain,0,facts,"In any of those situations it is open to you to conclude that the defendant whose case you are considering was a secondary party to the joint enterprise, but you must also be sure that the joint enterprise in which he participated included either an agreement involving an intention to kill Clarence Cooper, or to cause him really serious harm if the need arose during the burglary, or without agreeing to such conduct being used the realisation that Clarence Cooper might be killed or might be caused really serious bodily harm in the course of the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000096,accessory_or_complicity,legal_facts,uncertain,0,facts,"In any of those situations it is open to you to conclude that the defendant whose case you are considering was a secondary party to the joint enterprise, but you must also be sure that the joint enterprise in which he participated included either an agreement involving an intention to kill Clarence Cooper, or to cause him really serious harm if the need arose during the burglary, or without agreeing to such conduct being used the realisation that Clarence Cooper might be killed or might be caused really serious bodily harm in the course of the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000097,accessory_or_complicity,legal_facts,uncertain,-1,facts,"In fact, the way the prosecution put their case is that the secondary parties to the joint enterprise must have realised or contemplated that really serious harm might be intentionally inflicted on Clarence Cooper, and that they nevertheless continued to participate in the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000098,actus_reus_killing,legal_facts,uncertain,-1,facts,"If, therefore, you are sure that one of the three defendants killed Clarence Cooper with the requisite intention for murder, namely to kill or to cause really serious bodily harm, and that the killing occurred during the execution of a joint enterprise which involved the realisation that serious bodily harm might be intentionally inflicted on Clarence Cooper, and if you are sure that the defendant whose case you are considering participated in that joint enterprise with that realisation, then the defendant whose case you are considering will be guilty of murder.""",1,real,synonym
CASE_00002,CASE_00002_N000099,accessory_or_complicity,legal_facts,uncertain,-1,facts,"If, therefore, you are sure that one of the three defendants killed Clarence Cooper with the requisite intention for murder, namely to kill or to cause really serious bodily harm, and that the killing occurred during the execution of a joint enterprise which involved the realisation that serious bodily harm might be intentionally inflicted on Clarence Cooper, and if you are sure that the defendant whose case you are considering participated in that joint enterprise with that realisation, then the defendant whose case you are considering will be guilty of murder.""",1,real,synonym
CASE_00002,CASE_00002_N000100,murder,legal_facts,uncertain,-1,facts,"If, therefore, you are sure that one of the three defendants killed Clarence Cooper with the requisite intention for murder, namely to kill or to cause really serious bodily harm, and that the killing occurred during the execution of a joint enterprise which involved the realisation that serious bodily harm might be intentionally inflicted on Clarence Cooper, and if you are sure that the defendant whose case you are considering participated in that joint enterprise with that realisation, then the defendant whose case you are considering will be guilty of murder.""",1,real,synonym
CASE_00002,CASE_00002_N000101,actus_reus_killing,legal_facts,uncertain,1,facts,"In so far as relevant to this appeal, they were, as set out by the judge in the summing up: ""Thirdly, are you sure that one of the defendants, other than the defendant whose case you are considering, killed Clarence Cooper with the intention to kill him or to cause him really serious bodily harm?",1,real,synonym
CASE_00002,CASE_00002_N000102,actus_reus_killing,legal_facts,uncertain,0,facts,"Fourthly, are you sure that one of the defendants, other than the defendant whose case you are considering, killed Clarence Cooper in circumstances that all reasonable and sober people would inevitable realise must subject someone to the risk of some harm although not serious harm?",1,real,synonym
CASE_00002,CASE_00002_N000103,murder,legal_facts,uncertain,0,facts,"If yes, consider question 7; if no, find him not guilty of murder and manslaughter.",1,real,synonym
CASE_00002,CASE_00002_N000104,actus_reus_killing,legal_facts,uncertain,1,facts,"Fifthly, are you sure that the defendant whose case you are considering took part in a joint enterprise with the defendant who killed Clarence Cooper to burgle 178 Alexandra Road?",1,real,synonym
CASE_00002,CASE_00002_N000105,accessory_or_complicity,legal_facts,uncertain,1,facts,"Fifthly, are you sure that the defendant whose case you are considering took part in a joint enterprise with the defendant who killed Clarence Cooper to burgle 178 Alexandra Road?",1,real,synonym
CASE_00002,CASE_00002_N000106,murder,legal_facts,uncertain,0,facts,"If no, find him not guilty of murder and manslaughter.",1,real,synonym
CASE_00002,CASE_00002_N000107,accessory_or_complicity,legal_facts,uncertain,-1,facts,"Sixthly, are you sure that the joint enterprise in which the defendant whose case you are considering took part included the realisation by him that really serious bodily harm might be intentionally inflicted on Clarence Cooper?",1,real,synonym
CASE_00002,CASE_00002_N000108,murder,legal_facts,uncertain,1,facts,"If yes, find him guilty of murder; if no, consider question 7.",1,real,synonym
CASE_00002,CASE_00002_N000109,accessory_or_complicity,legal_facts,uncertain,-1,facts,"Seventhly, are you sure that the joint enterprise in which the defendant whose case you are considering took part involved a realisation by him that some harm might be caused to Clarence Cooper?",1,real,synonym
CASE_00002,CASE_00002_N000110,murder,legal_facts,uncertain,0,facts,"If yes, find him guilty of manslaughter; if no, find him not guilty of murder and manslaughter.",1,real,synonym
CASE_00002,CASE_00002_N000111,accessory_or_complicity,legal_facts,uncertain,0,facts,"Although the judge in his oral directions told the jury to decide whether what was done was part of the joint enterprise or went beyond it, that was not repeated in the written directions.",1,real,synonym
CASE_00002,CASE_00002_N000112,location_public_space,narrative,uncertain,0,facts,"Mr Parker QC who, like Mr Thomas QC, was not counsel at trial concedes rightly that the direction was not in accordance with Powell and English .",1,real,synonym
CASE_00002,CASE_00002_N000113,murder,legal_facts,uncertain,-1,facts,"Given that the appellant was convicted of murder, the jury must have been sure that he participated (in some way) in the burglary of the home of Clarence Cooper and he realised (at the least) that serious bodily harm might be intentionally inflicted on Clarence Cooper during the burglary.",1,real,synonym
CASE_00002,CASE_00002_N000114,confession_or_admission,evidence,uncertain,1,facts,"The appellant had admitted in his police interviews that he showed the boys how to do ""sleepers"" (burglaries at night), had provided them with the requisite tools and on one occasion had disposed of the stolen goods.",1,real,synonym
CASE_00002,CASE_00002_N000115,weapon_sharp,narrative,uncertain,1,facts,"Mr Webb also accepted during his interviews that on the night of the murder the gang left his house to commit burglary and were carrying screwdrivers, Stanley knives and an Army knife.",1,real,synonym
CASE_00002,CASE_00002_N000116,murder,legal_facts,uncertain,1,facts,"Mr Webb also accepted during his interviews that on the night of the murder the gang left his house to commit burglary and were carrying screwdrivers, Stanley knives and an Army knife.",1,real,synonym
CASE_00002,CASE_00002_N000117,accessory_or_complicity,legal_facts,uncertain,-1,facts,"Given that the appellant realised (as the jury found) that serious bodily harm might be inflicted on Clarence Cooper during the burglary, he will be guilty of murder if what the killer did was within the scope of the joint enterprise.",1,real,synonym
CASE_00002,CASE_00002_N000118,murder,legal_facts,uncertain,-1,facts,"Given that the appellant realised (as the jury found) that serious bodily harm might be inflicted on Clarence Cooper during the burglary, he will be guilty of murder if what the killer did was within the scope of the joint enterprise.",1,real,synonym
CASE_00002,CASE_00002_N000119,accessory_or_complicity,legal_facts,uncertain,1,facts,"In Attorney General's Reference under section 36 of the Criminal Justice Act 1972 No 3 of 2004 [2005] EWCA Crim 1882 , discussed in [2006] Crim L R 63 the Court said this about the scope of a joint enterprise: ""32.",1,real,synonym
CASE_00002,CASE_00002_N000120,location_public_space,narrative,uncertain,1,facts,Mr Perry concedes (rightly in our view) that the test for whether what the primary party did is within or outside the scope of the joint enterprise requires the application of a subjective test.,1,real,synonym
CASE_00002,CASE_00002_N000121,accessory_or_complicity,legal_facts,uncertain,1,facts,Mr Perry concedes (rightly in our view) that the test for whether what the primary party did is within or outside the scope of the joint enterprise requires the application of a subjective test.,1,real,synonym
CASE_00002,CASE_00002_N000122,accessory_or_complicity,legal_facts,uncertain,1,facts,"It is preferable to define the scope of the joint enterprise in this way rather than by using such language as ""Did the act go beyond what had tacitly been agreed?"" or ""Did he depart from the concerted action of the common design?"".",1,real,synonym
CASE_00002,CASE_00002_N000123,causation,legal_facts,uncertain,1,facts,Nor is a test fashioned on the law of causation probably very helpful.,1,real,synonym
CASE_00002,CASE_00002_N000124,murder,legal_facts,uncertain,0,facts,"Lord Hutton said, at page 29: ""Mr Sallon, for the appellant, advanced to your Lordships' House the submission (which does not appear to have been advanced in the Court of Appeal) that in a case such as the present one where the primary party kills with a deadly weapon, which the secondary party did not know that he had and therefore did not foresee his use of it, the secondary party should not be guilty of murder.",1,real,synonym
CASE_00002,CASE_00002_N000125,weapon_sharp,narrative,uncertain,1,facts,"He submitted that to be guilty under the principle stated in Chan Wing-Siu the secondary party must foresee an act of the type which the principle party committed, and that in the present case the use of a knife was fundamentally different to the use of a wooden post.",1,real,synonym
CASE_00002,CASE_00002_N000126,location_public_space,narrative,uncertain,1,facts,It finds strong support in the passage of the judgment of Lord Parker C.J. in Reg. v. Anderson; Reg. v. Morris,1,real,synonym
CASE_00002,CASE_00002_N000127,weapon_firearm,narrative,uncertain,0,facts,"Mr Parker (upon whom we did not call) referred us in his skeleton argument to another passage in Lord Hutton's speech which is to a similar effect (page 30): ""However, I would wish to make this observation: if the weapon used by the primary party is different to, but as dangerous as, the weapon which the secondary party contemplated he might use, the secondary party should not escape liability for murder because of the difference in the weapon, for example, if he foresaw that the primary party might use a gun to kill and the latter used a knife to kill, or vice versa.""",1,real,synonym
